QuestionID,AnswerID,Answer Correct/Incorrect,TA Feedback,Student Response,Error Steps,Error Type,Syntax Correction,,Notes From Mich or Uzay,,Notes From Dev
S19_HW2_Q3_P2,563,0,,"[""$((p->r)^(q->r)^(pvq))->r"",""((pvq)->r)^(pvq))->r"",""T->r"",""T""]",0,Syntax,"[""((p->r)^(q->r)^(pvq))->r"",""((pvq)->r)^((pvq))->r"",""T->r"",""T""]",,,,Make sure you close your parentheses and make sure you recoginze idempotence
S19_HW2_Q3_P2,557,1,,"[""((p->r)^(q->r)^(pvq))->r"",""((~pvr)^(~qvr)^(pvq))->r"",""(rv(~p^~q)^(pvq))->r"",""(rv~(pvq)^(pvq))->r"",""rvF->r"",""r->r"",""~rvr"",""T""]",,,,,,,
S19_HW2_Q3_P2,581,1,,"[""((p->r)^(q->r)^(pvq))->r"",""(p^~r)v(q^~r)vrv(~pv~q)"",""((pvr)^T)v(q^~r)v(~pv~q)"",""(pvr)v(q^~r)v(~pv~q)"",""(~pvp)v(~qvr)v(qvr)"",""Tv(~qvr)v(qvr)"",""T""]",,,,,,,
S19_HW2_Q3_P2,573,1,,"[""((p->r)^(q->r)^(pvq))->r"",""(((p->r)^(q->r))^(pvq))->r"",""((p->r)^(q->r)^p)v((p->r)^(q->r)^q))->r"",""(p^(p->r)^(q->r))v((p->r)^q^(q->r)))->r"",""(p^(~pvr)^(q->r))v((p->r)^q^(~qvr)))->r"",""(((p^~p)v(p^r))^(q->r))v((p->r)^((q^~q)v(q^r)))->r"",""((Fv(p^r))^(q->r))v((p->r)^(Fv(q^r)))->r"",""(p^r^(q->r))v((p->r)^q^r)->r"",""~((p^r^(q->r))v((p->r)^q^r))vr"",""((~pv~rv~(q->r))^(~(p->r)v~qv~r))vr"",""rv((~pv~rv~(q->r))^(~(p->r)v~qv~r))"",""(rv~pv~rv~(q->r))^(rv~(p->r)v~qv~r)"",""(~pvrv~rv~(q->r))^(~(p->r)v~qvrv~r)"",""(~pvTv~(q->r))^(~(p->r)v~qvT)"",""T^T"",""T""]",,,,,,,
S19_HW2_Q3_P2,524,1,,"[""((p->r)^(q->r)^(pvq))->r"",""((~pvr)^(~qvr)^(pvq))->r"",""(((~p^~q)vr)^(pvq))->r"",""((~(pvq)vr)^(pvq))->r"",""(((pvq)^~(pvq))v(r^(pvq)))->r"",""Fv(r^(pvq))->r"",""(r^(pvq))->r"",""~(r^(pvq))vr"",""~rv~(pvq)vr"",""~rvrv~(pvq)"",""Tv~(pvq)"",""T""]",,,,,,,
S19_HW2_Q3_P2,535,1,,"[""((p->r)^(q->r)^(pvq))->r"",""((~pvr)^(~qvr)^(pvq))->r"",""((~pvr)^p)v((~qvr)^q)->r"",""((~p^p)v(p^r))v((~q^q)v(q^r))->r"",""((p^r)v(q^r))->r"",""~((p^r)v(q^r))vr"",""(~(p^r)v~(q^r))vr"",""((~pv~r)^(~qv~r))vr"",""(~pv(~rvr))^(~qv(~rvr))"",""(~pvT)^(~qvT)"",""T""]",,,,,,,
S19_HW2_Q3_P2,621,1,,"[""((p->r)^(q->r)^(pvq))->r"",""(((~p^~q)vr)^(pvq))->r"",""~(((~p^~q)vr)^(pvq))vr"",""((~p^~q)v(~r^(pvq)))vr"",""(((~p^~q)v~r)^((~p^~q)v(pvq)))vr"",""(((~p^~q)v~r)^((q^~q)vT))vr"",""(((~p^~q)v~r)^T)vr"",""((~p^~q)v(~rvr))"",""((~p^~q)vT)"",""T""]",,,,,,,
S19_HW2_Q3_P2,615,1,,"[""((p->r)^(q->r)^(pvq))->r"",""((~pvr)^(~qvr)^(pvq))->r"",""~((~pvr)^(~qvr)^(pvq))vr"",""(~(~pvr)v~(~qvr)v~(pvq))vr"",""((p^~r)v(q^~r)v~(pvq))vr"",""((~r^(pvq))v~(pvq))vr"",""((~rv~(pvq))^((pvq)v~(pvq)))vr"",""((~rv~(pvq))^T)vr"",""(~rv~(pvq))vr"",""~rv~(pvq)vr"",""(~rvr)v~(pvq)"",""Tv~(pvq)"",""T""]",,,,,,,
S19_HW2_Q3_P2,605,1,,"[""((p->r)^(q->r)^(pvq))->r"",""((~(p^~r)^~(q^~r)^(pvq))->r"",""((~pvr)^(~qvr)^(pvq))->r"",""~((~pvr)^(~qvr)^(pvq))vr"",""~(~pvr)v~(~qvr)v~(pvq)vr"",""(p^~r)v(q^~r)v(~p^~q)vr"",""~r^(pvq)v(~p^~q)vr"",""~r^(pvq)v~(pvq)vr"",""(rv~r)^((pvq)v~(pvq))"",""TvT"",""T""]",,,,,,,
S19_HW2_Q3_P2,543,1,,"[""((p->r)^(q->r)^(pvq))->r"",""((~pvr)^(~qvr)^(pvq))->r"",""~((~pvr)^(~qvr)^(pvq))vr"",""((p^~r)v(q^~r)v(~p^~q))vr"",""rv(p^~r)v(q^~r)v(~p^~q)"",""((rvp)^(rv~r))v(q^~r)v(~p^~q)"",""((rvp)^T)v(q^~r)v(~p^~q)"",""(pvr)v(q^~r)v(~p^~q)"",""pvrv(q^~r)v(~p^~q)"",""((rvq)^(rv~r))v((pv~p)^(pv~q))"",""((rvq)^T)v((pv~q)^T)"",""(rvq)v(pv~q)"",""rvqvpv~q"",""pvrv(qv~q)"",""pvrvT"",""T""]",,,,,,,
S19_HW2_Q3_P2,472,0,,"[""((p->r)^(q->r)^(pvq))->r"",""~((p->r)^(q->r)^(pvq))vr"",""~(p->r)v~(q->r)v(~p^~q))vr"",""(p^~r)v(q^~r)v(~p^~q))vr"",""(~r^(pvq))v~(pvq)vr"",""((~rv~(pvq))^((pvq)v~(pvq)))vr"",""((~rv~(pvq))^T)vr"",""((~rvr)v~(pvq))^T"",""(Tv~(pvq))^T"",""T^T"",""T""]","1,2",Syntax,"[""((p->r)^(q->r)^(pvq))->r"",""~((p->r)^(q->r)^(pvq))vr"",""~(p->r)v~(q->r)v(~p^~q)vr"",""(p^~r)v(q^~r)v(~p^~q)vr"",""(~r^(pvq))v~(pvq)vr"",""((~rv~(pvq))^((pvq)v~(pvq)))vr"",""((~rv~(pvq))^T)vr"",""((~rvr)v~(pvq))^T"",""(Tv~(pvq))^T"",""T^T"",""T""]",,,,Make sure you close your parentheses
S19_HW2_Q3_P2,593,1,,"[""((p->r)^(q->r)^(pvq))->r"",""((~pvr)^(~qvr)^(pvq))->r"",""(rv(~p^~q)^(pvq))->r"",""(rv~(pvq)^(pvq))->r"",""(rvF)->r"",""r->r"",""~rvr"",""T""]",,,,,,,
S19_HW2_Q3_P2,587,0,,"[""((p->r)^(q->r)^(pvq))->r"",""((~pvr)^(~qvr)^(pvq))->r"",""((p^~r)v(q^~r)v(~p^~q)vr"",""((pvq)^~r)v((~p^~q)vr)"",""av~a"",""T""]","1,2",Syntax,"[""((p->r)^(q->r)^(pvq))->r"",""((~pvr)^(~qvr)^(pvq))->r"",""((p^~r)v(q^~r)v(~p^~q))vr"",""((pvq)^~r)v((~p^~q)vr)"",""av~a"",""T""]",,,,Make sure you close your parentheses and don't skip steps
S19_HW2_Q3_P2,526,0,,"[""((p->r)^(q->r)^(p^q))->r"",""~((~pvr)^(~qvr)^(p^q))vr"",""((~pvr)v(~qvr)v(p^q))vr"",""((~pvp)v(~qvq)v(q^r))vr"",""(~pvp<->T)(~qvq<->T)v(q^r)vr"",""Tv(qvr)vr<->T""]",0,Other,,,,,Make sure you copy the question correctly
S19_HW2_Q3_P2,609,0,,"[""((p->r)^(q->r)^(pvq))->r"",""~((~pvr)^(~qvr)^pvq))vr"",""~(F)vr"",""Tvr"",""T""]","0,1",Syntax,"[""((p->r)^(q->r)^(pvq))->r"",""~((~pvr)^(~qvr)^pvq)vr"",""~(F)vr"",""Tvr"",""T""]",,,,Make sure you close your parentheses and don't skip steps
S19_HW2_Q3_P2,498,1,,"[""((p->r)^(q->r)^(pvq))->r"",""~((~pvr)^(~qvr)^(~pvq))vr"",""~(~pvr)v~(~qvr)v~(~pv)vr"",""(pv~r)v(qv~r)v(pv~q)vr"",""(rv~r)v(qv~r)v(pv~q)vp"",""Tv(qv~r)v(pv~q)vp"",""T""]","0,1",Other,,,,,Don't forget variables
S19_HW2_Q3_P2,512,1,,"[""((p->r)^(q->r)^(pvq))->r"",""((~pvr)^(~qvr)^(pvq))->r"",""(rv(~p^~q)^(pvq))->r"",""(rv~(pvq)^(pvq))->r"",""(rvF)->r"",""r->r"",""T""]",,,,,,,
S19_HW2_Q3_P2,549,0,,"[""((p->r)^(q->r)^(pvq))->r"",""((~pvr)^(~qvr)^(pvq))->r"",""(rv(~p^~q)^(p^q))->r"",""(rv~(pvq)^(pvq))"",""(rvF)->r"",""~(rvF)vr"",""(~r^~F)vr"",""(rvT)vr"",""~rvr"",""T""]","1,2",Other,,,,,Make sure you don't accidentally mix up your operations
S19_HW2_Q3_P2,516,0,,"[""((p->r)^(q->r)^(pvq))->r"",""(~pvr)^(~qvr)^(pvq)->r"",""~(~pvr)v~(~qvr)v~(pvq)vr"",""(pv~r)v(q^~r)v(~p^~q)vr"",""(pvq)^~rv(~p^~q)vr"",""(pvq)v(~p^~q)^~rv(~p^~q)vr"",""T^~rv(~p^~q)^r"",""~rv(~p^~q)^r"",""Tv(~p^~q)"",""T""]","2,3",Other,,,,,Make sure you don't accidentally mix up your operations
S19_HW2_Q3_P2,603,0,,"[""((p->r)^(q->r)^(pvq))->r"",""((~pvr)^(~qvr)^(pvq))->r"",""~((~pvr)^(~qvr)^(pvq))vr"",""~(~pvr)v~(~qvr)v(pvq))vr"",""(p^~r)v(q^~r)v(~p^~q))vr"",""(p^~r)v(q^~r)vrv(~p^~q))"",""(p^~r)v(q^~r)v((~pvr)^(~qvr))"",""(p^~r)v(q^~r)v(~(p^~r)^~(q^~r))"",""(p^~r)v(q^~r)v~((p^~r)v(q^~r))"",""((p^~r)v(q^~r))v~((p^~r)v(q^~r))"",""T""]","2,3",Syntax,"[""((p->r)^(q->r)^(pvq))->r"",""((~pvr)^(~qvr)^(pvq))->r"",""~((~pvr)^(~qvr)^(pvq))vr"",""(~(~pvr)v~(~qvr)v(pvq))vr"",""(p^~r)v(q^~r)v(~p^~q)vr"",""(p^~r)v(q^~r)vrv(~p^~q)"",""(p^~r)v(q^~r)v((~pvr)^(~qvr))"",""(p^~r)v(q^~r)v(~(p^~r)^~(q^~r))"",""(p^~r)v(q^~r)v~((p^~r)v(q^~r))"",""((p^~r)v(q^~r))v~((p^~r)v(q^~r))"",""T""]",,,,Make sure you close your parentheses
S19_HW2_Q3_P2,579,0,,"[""((p->r)^(q->r)^(pvq))->r"",""(~pvr)^(~qvr)^(pvq))->r"",""~((~pvr)^(~qvr)^(pvq))vr"",""~((rv(~p^~q))^(pvq))vr"",""~((rv~(pvq))^(pvq))vr"",""(~(rv~(pvq))v~(pvq))vr"",""(~r^(pvq))v~(pvq))vr""]","0,1",Syntax,"[""((p->r)^(q->r)^(pvq))->r"",""((~pvr)^(~qvr)^(pvq))->r"",""~((~pvr)^(~qvr)^(pvq))vr"",""~((rv(~p^~q))^(pvq))vr"",""~((rv~(pvq))^(pvq))vr"",""(~(rv~(pvq))v~(pvq))vr"",""(~r^(pvq))v~(pvq)vr""]",,,,Make sure you complete the question
S19_HW2_Q3_P2,476,0,,"[""$((p->r)^(q->r)^(pvq))->r"",""((~pvr)^(~qvr)^(pvq)->r"",""~((~pvr)^(~qvr)^(pvq))^r"",""~(~pvr)v~(~qvr)v~(pvq))^r"",""(p^~r)v(q^~r)v(~p^~q)vr"",""~r^(pvqv(~(pvq))vrv~(pvq)"",""~r^(pvqv~p^~q)vrv~(pvq)"",""~rvrv~(pvq)"",""T""]",0,Syntax,"[""((p->r)^(q->r)^(pvq))->r"",""((~pvr)^(~qvr)^(pvq))->r"",""~((~pvr)^(~qvr)^(pvq))^r"",""""(~(~pvr)v~(~qvr)v~(pvq))^r"",""(p^~r)v(q^~r)v(~p^~q)vr"",""~r^(pvqv(~(pvq))vrv~(pvq))"",""~r^(pvqv~p^~q)vrv~(pvq)"",""~rvrv~(pvq)"",""T""]",,,,Make sure you close your parentheses and don't mix up your operations
S19_HW2_Q3_P2,639,1,,"[""((p->r)^(q->r)^(pvq))->r"",""(l^n^k)->r"",""~(l^n^k)vr"",""(~(p->r)v~(q->r)v~(pvq))vr"",""rv(p^~r)v(q^~r)v(~p^~q)"",""((rvp)^(rv~r))v(q^~r)v(~p^~q)"",""rvpv(q^~r)v(~p^~q)"",""((rvq)^(rv~r))v((pv~q)^(pv~p))"",""rvqvpv~q"",""rvpvT"",""T""]",,,,,,,
S19_HW2_Q3_P2,537,0,,"[""((p->r)^(q->r)^(pvq))->r"",""~((~pvr)^(~qvr)^(pvq))vr"",""~(((~p^~q)v(~p^r)v(r~q)v(r^r))^(pvq))vr"",""~((~p^~q^p)v(~p^r^p)v(r^~q^p)v(r^p)v(~p^~q^q)v(~p^r^q)v(r^~q^q)v(r^q))vr"",""~((r^~q^p)v(r^p)v(~p^r^q)v(r^q))vr"",""~(r^((~q^p)vpv(~p^q)vq))vr"",""~rv~((~q^p)vpv(~p^q)vq)vr"",""~rvrv((~q^p)vpv(~p^q)vq)"",""~rvr"",""T""]","1,2",Other,,,,,Make sure you don't forget operations
S19_HW2_Q3_P2,486,1,,"[""((p->r)^(q->r)^(pvq))->r"",""~((~pvr)^(~qvr)^(pvq))vr"",""((p^~r)v(q^~r)v(~p^~q))vr"",""(((p^~r)vr)v((q^~r)vr)v((~p^~q)vr))"",""(pvr)v(qvr)v(~p^~q)vr"",""pvqv(~p^~q)vr"",""pv(qv~p)^(qv~q)vr"",""pv(qv~p)vr"",""(pvq)v(pv~p)vr"",""(pvq)v(T)vr"",""T""]","3,4",Other,,,,,Don't forget negatives
F19_HW2_Q3_P2,34,0,,"[""(~(~x))<->x"",""x<->x"",""T""]","1,2",Skipped Steps,,,,,Don't forget the question and don't skip steps
F19_HW2_Q3_P2,460,0,,"[""(~(~x))<->x"",""(~~x->x)^(x->~~x)"",""(x->x)^(x->x)"",""(~xvx)^(~xvx)"",""TvT"",""T""]","3,4",Other,,,,,Don't accidentally switch your operations
F19_HW2_Q3_P2,46,1,,"[""(~(~x))<->x"",""x<->x"",""(x->x)^(x->x)"",""(~xvx)^(~xvx)"",""T^T"",""T""]",,,,,,,
F19_HW2_Q3_P2,275,1,,"[""(~(~x))<->x"",""x<->x"",""(x->x)^(x->x)"",""(~xvx)^(~xvx)"",""T^T"",""T""]",,,,,,,
F19_HW2_Q3_P2,196,1,,"[""(~(~x))<->x"",""x<->x"",""(x->x)^(x->x)"",""(~xvx)^(~xvx)"",""T^T"",""T""]",,,,,,,
F19_HW2_Q3_P2,182,0,,"[""(~(~x))<->x"",""x->x"",""T""]","0,1",Skipped Steps,,,,,Don't skip steps
F19_HW2_Q3_P2,160,1,,"[""(~(~x))<->x"",""x<->x"",""T""]","1,2",Skipped Steps,,,,,Don't skip steps
F19_HW2_Q3_P2,89,1,,"[""(~(~x))<->x"",""x<->x"",""(x->x)^(x->x)"",""(~xvx)^(~xvx)"",""T^T"",""T""]",,,,,,,
F19_HW2_Q3_P2,176,1,,"[""(~(~x))<->x"",""~~x<->x"",""x<->x"",""T""]",,,,,,,
F19_HW2_Q3_P2,352,1,,"[""(~(~x))<->x"",""x<->x"",""(x->x)^(x->x)"",""(~xvx)^(~xvx)"",""T^T"",""T""]",,,,,,,
F19_HW2_Q3_P2,317,1,,"[""(~(~x))<->x"",""~~x<->x"",""x<->x"",""(x->x)^(x->x)"",""(~xvx)^(~xvx)"",""T^T"",""T""]",,,,,,,
F19_HW2_Q3_P2,222,0,,"[""(~(~x))<->x"",""x<->x"",""T""]","1,2",Skipped Steps,,,,,Don't skip steps
F19_HW2_Q3_P2,416,0,,"[""(~(~x))<->x"",""x<->x"",""T""]","1,2",Skipped Steps,,,,,Don't skip steps
F19_HW2_Q3_P2,402,1,,"[""(~(~x))<->x"",""x<->x"",""(x->x)^(x->x)"",""T^T"",""T""]",,,,,,,
F19_HW2_Q3_P2,14,1,,"[""(~(~x))<->x"",""x<->x"",""x->x^x->x"",""(~xvx)^(~xvx)"",""T^T"",""T""]",,,,,,,
F19_HW2_Q3_P2,91,0,,"[""(~(~x))<->x"",""x<->x""]","0,1",Other,,,,,Complete the question
F19_HW2_Q3_P2,129,0,,"[""(~(~x))<->x"",""x<->x"",""T""]","1,2",Skipped Steps,,,,,Don't skip steps
F19_HW2_Q3_P2,315,1,,"[""(~(~x))<->x"",""x<->x"",""(x->x)^(x->x)"",""(~xvx)^(~xvx)"",""T^T"",""T""]",,,,,,,
F19_HW2_Q3_P2,232,0,,"[""(~(~x))<->x"",""x<->x"",""T""]","1,2",Skipped Steps,,,,,Don't skip steps
F19_HW2_Q3_P2,208,0,,"[""(~(~x))<->x"",""(x)<->x"",""T""]","1,2",Skipped Steps,,,,,Don't skip steps
F19_HW2_Q3_P2,54,1,,"[""(~~x)<->x"",""x<->x"",""(x->x)^(x->x)"",""(~xvx)^(~xvx)"",""T^T"",""T""]",,,,,,,
F19_HW2_Q3_P2,356,1,,"[""(~(~x))<->x"",""x<->x"",""(x->x)^(x->x)"",""(~xvx)^(~xvx)"",""T^T"",""T""]",,,,,,,
F19_HW2_Q3_P2,263,0,,"[""(~(~x))<->x"",""x<->x"",""T""]","1,2",Skipped Steps,,,,,Don't skip steps
F19_HW2_Q3_P2,230,1,,"[""(~(~x))<->x"",""(~~x)<->x"",""x<->x"",""(x->x)^(x->x)"",""(~xvx)^(~xvx)"",""T^T"",""T""]",,,,,,,
F19_HW2_Q3_P2,271,1,,"[""(~(~x))<->x"",""x<->x"",""(x->x)^(x->x)"",""(~xvx)^(~xvx)"",""T^T"",""T""]",,,,,,,
F19_HW2_Q3_P2,42,0,,"[""(~(~x))<->x"",""x<->x"",""(x->x)^(x->x)"",""(~xvx)^(~xvx)"",""((~xvx)^~x)v((~xvx)^x)"",""(~x^~x)v(~x^x)v(~x^x)v(~x^x)"",""~xv(~x^x)v(~x^x)vx"",""~xvFvFvx"",""~xvx"",""T""]","4,5",Other,,,,,Don't mix up your negatives
F19_HW2_Q3_P2,172,0,,"[""(~(~x))<->x)"",""x<->x"",""T""]",0,Syntax,"[""(~(~x))<->x"",""x<->x"",""T""]",,,,Don't add unnecessary parentheses and don't skip steps
F19_HW2_Q3_P2,0,1,,"[""(~(~x))<->x"",""x<->x"",""(x->x)^(x->x)"",""T^T"",""T""]",,,,,,,
F19_HW2_Q3_P2,2,1,,"[""(~(~x))<->x"",""x<->x"",""(x->x)^(x->x)"",""(~xvx)^(~xvx)"",""T^T"",""T""]",,,,,,,
F19_HW2_Q3_P2,4,0,,"[""(~(~x))<->x"",""x<->x"",""T""]","1,2",Skipped Steps,,,,,Don't skip steps
F19_HW2_Q3_P2,6,0,,"[""(~(~x))<->x"",""x<->x"",""T""]","1,2",Skipped Steps,,,,,Don't skip steps
F19_HW2_Q3_P2,8,1,,"[""(~(~x))<->x"",""x<->x"",""(x->x)^(x->x)"",""(~xvx)^(~xvx)"",""T^T"",""T""]",,,,,,,
F19_HW2_Q3_P2,10,0,,"[""(~(~x))<->x"",""x<->x"",""~xvx"",""T""]","1,2",Skipped Steps,,,,,Don't skip steps
F19_HW2_Q3_P2,12,1,,"[""(~(~x))<->x"",""x<->x"",""(x->x)^(x->x)"",""(~xvx)^(~xvx)"",""T^T"",""T""]",,,,,,,
F19_HW2_Q3_P2,16,1,,"[""(~(~x))<->x"",""x<->x"",""(x->x)^(x->x)"",""(~xvx)v(~xvx)"",""TvT"",""T""]","2,3",Other,,,,,Don't accidentally switch your operations
F19_HW2_Q3_P2,18,0,,"[""(~(~x))<->x"",""x<->x"",""T""]","1,2",Skipped Steps,,,,,Don't skip steps
F19_HW2_Q3_P2,20,1,,"[""(~(~x))<->x"",""x<->x"",""(x<-x)^(x->x)"",""x->x"",""~xvx"",""T""]",,,,,,,
F19_HW2_Q3_P2,22,0,,"[""(~(~x))<->x"",""x<->x""]","0,1",Other,,,,,Complete the question
F19_HW2_Q3_P2,24,0,,"[""(~(~x))<->x"",""x<->x"",""T""]","1,2",Skipped Steps,,,,,Don't skip steps
F19_HW2_Q3_P2,26,1,,"[""(~(~x))<->x"",""x<->x"",""(x->x)^(x->x)"",""(~xvx)^(~xvx)"",""T^T"",""T""]",,,,,,,
F19_HW2_Q3_P2,28,1,,"[""(~(~x))<->x"",""x<->x"",""(x<-x)^(x->x)"",""x->x"",""~xvx"",""T""]",,,,,,,
F19_HW2_Q3_P2,30,0,,"[""(~(~x))<->x"",""x<->x"",""T""]","1,2",Skipped Steps,,,,,Don't skip steps
F19_HW2_Q3_P2,32,0,,"[""(~(~x))x"",""x<->x"",""T""]",0,Other,,,,,Don't forget operations and don't skip steps
F19_HW2_Q3_P2,36,0,,"[""(~(~x))<->x"",""x<->x"",""x->x^x->x"",""TvT"",""T""]","2,3",Skipped Steps,,,,,Don't skip steps
F19_HW2_Q3_P2,38,0,,"[""(~(~x))x"",""(x<->x)"",""T""]","1,2",Skipped Steps,,,,,Don't skip steps
F19_HW2_Q3_P2,40,0,,"[""(~(~x))x"",""x<->x"",""T""]","1,2",Skipped Steps,,,,,Don't skip steps
F19_HW2_Q3_P2,44,1,,"[""(~(~x))<->x"",""x<->x"",""(x->x)^(x->x)"",""(~xvx)^(~xvx)"",""T^T"",""T""]",,,,,,,
F19_HW2_Q3_P2,48,1,,"[""(~(~x))x"",""((~(~x))->x)^(x->(~(~x)))"",""(~(~(~x))vx)^(~xv(~(~x)))"",""(~xvx)^(~xvx)"",""T^T"",""T""]",,,,,,,
F19_HW2_Q3_P2,50,0,,"[""(~(~x))x"",""x<->x"",""T""]","1,2",Skipped Steps,,,,,Don't skip steps
F19_HW2_Q3_P2,52,1,,"[""(~(~x))<->x"",""(~~xx<->x)^(x->~~x)"",""(x->x)^(x->x)"",""x->x"",""~xvx"",""T""]",,,,,,,
F19_HW2_Q3_P2,56,0,,"[""(~(~x))<->x"",""x<->x"",""(x<-x)^(x->x)"",""x<->x"",""~xvx"",""T""]","2,3",Other,,,,,Don't mix up operations
F19_HW2_Q3_P2,58,1,,"[""(~(~x))<->x"",""x<->x"",""(x->x)^(x->x)"",""(~xvx)^(~xvx)"",""T^T"",""T""]",,,,,,,
F19_HW2_Q3_P2,60,0,,"[""(~(~x))<->x"",""x<->x"",""T""]","1,2",Skipped Steps,,,,,Don't skip steps
F19_HW2_Q3_P2,62,0,,"[""(~(~x))<->x"",""x<->x"",""T""]","1,2",Skipped Steps,,,,,Don't skip steps
F19_HW2_Q3_P2,64,1,,"[""(~(~x))<->x"",""x<->x"",""(x->x)^(x->x)"",""(~xvx)^(~xvx)"",""T^T"",""T""]",,,,,,,
F19_HW2_Q3_P2,66,1,,"[""(~(~x))<->x"",""(~~x)<->x"",""x<->x"",""(x->x)^(x->x)"",""(~xvx)v(~xvx)"",""TvT"",""T""]",,,,,,,
F19_HW2_Q3_P2,68,0,,"[""(~(~x))<->x"",""((x))<->x"",""T""]","1,2",Skipped Steps,,,,,Don't skip steps
F19_HW2_Q3_P2,70,0,,"[""(~(~x))<->x"",""x<->x"",""(x->x)^(x->x)"",""T""]","2,3",Skipped Steps,,,,,Don't skip steps
F19_HW2_Q3_P2,72,0,,"[""(~(~x))<->x"",""x<->x"",""T""]","1,2",Skipped Steps,,,,,Don't skip steps
F19_HW2_Q3_P2,74,0,,"[""(~(~x))<->x"",""x<->x"",""T""]","1,2",Skipped Steps,,,,,Don't skip steps
F19_HW2_Q3_P2,76,1,,"[""(~(~x))<->x"",""x<->x"",""(x->x)^(x->x)"",""x->x"",""~xvx"",""T""]",,,,,,,
F19_HW2_Q3_P2,78,0,,"[""(~(~x))<->x"",""x<->x"",""T""]","1,2",Skipped Steps,,,,,Don't skip steps
F19_HW2_Q3_P2,82,0,,"[""(~(~x))<->x"",""x<->x"",""(x->x)^(x->x)"",""T^T"",""T""]","2,3",Skipped Steps,,,,,
F19_HW2_Q3_P2,84,0,,"[""(~(~x))<->x"",""x<->x"",""T""]","1,2",Skipped Steps,,,,,Don't skip steps and don't forget to put the question
F19_HW2_Q3_P2,87,0,,"[""(~(~x))<->x"",""x<->x"",""T""]","1,2",Skipped Steps,,,,,Don't skip steps
F19_HW2_Q3_P2,93,0,,"[""(~(~x))<->x"",""x<->x"",""T""]","1,2",Skipped Steps,,,,,Don't skip steps
F19_HW2_Q3_P2,95,0,,"[""(~(~x))<->x"",""x<->x"",""~xvx"",""T""]","1,2",Skipped Steps,,,,,Don't skip steps
F19_HW2_Q3_P2,97,1,,"[""(~(~x))<->x"",""x<->x"",""(x->x)^(x->x)"",""(x->x)"",""~xvx"",""T""]",,,,,,,
F19_HW2_Q3_P2,99,0,,"[""~~x<->x"",""x<->x"",""T""]","1,2",Skipped Steps,,,,,Don't skip steps
F19_HW2_Q3_P2,101,0,,"[""(~(~x))<->x"",""((~(~x))->x)^(~(~(~x))->(~x))"",""(x->x)^(~x->~x)"",""(~xvx)^(~x(~x)v~x)"",""Tv(xv~x)"",""TvT"",""T""]","2,3",Other,,,,,Don't add extra variables and don't accidentally switch your variables
F19_HW2_Q3_P2,103,1,,"[""(~(~x))<->x"",""(~~x)<->x"",""x<->x"",""(x->x)^(x->x)"",""(~xvx)^(~xvx)"",""T^T"",""T""]",,,,,,,
F19_HW2_Q3_P2,105,0,,"[""(~(~x))<->x"",""x<->x"",""T""]","1,2",Skipped Steps,,,,,Don't skip steps
F19_HW2_Q3_P2,107,0,,"[""(~(~x))<->x"",""x<->x"",""T""]","1,2",Skipped Steps,,,,,Don't skip steps
F19_HW2_Q3_P2,109,0,,"[""(~(~x))<->x"",""x<->x"",""T""]","1,2",Skipped Steps,,,,,Don't skip steps
F19_HW2_Q3_P2,111,0,,"[""(~(~x))<->x"",""(~(~x))->x^x->(~(~x))"",""T^T"",""T""]","1,2",Skipped Steps,,,,,Don't skip steps
F19_HW2_Q3_P2,113,0,,"[""(~(~x))<->x"",""~~x=x""]","0,1",Other,,,,,Didn't complete the question
F19_HW2_Q3_P2,115,1,,"[""(~(~x))<->x"",""x<->x"",""(x->x)^(x->x)"",""(x->x)"",""~xvx"",""T""]",,,,,,,
F19_HW2_Q3_P2,117,0,,"[""(~(~x))<->x"",""x<->x"",""T""]","1,2",Skipped Steps,,,,,Don't skip steps
F19_HW2_Q3_P2,119,0,,"[""(~(~x))<->x"",""x<->x"",""T""]","1,2",Skipped Steps,,,,,Don't skip steps
F19_HW2_Q3_P2,121,0,,"[""(~(~x))<->x"",""~~x<->x"",""x<->x"",""T""]","2,3",Skipped Steps,,,,,Don't skip steps
F19_HW2_Q3_P2,123,1,,"[""(~(~x))<->x"",""((~(~x))->x)^(x->(~(~x)))"",""(x->x)^(x->x)"",""(~xvx)^(~xvx)"",""(T)^(T)"",""T""]",,,,,,,
F19_HW2_Q3_P2,125,0,,"[""(~(~x))<->x"",""x<->x"",""T""]","1,2",Skipped Steps,,,,,Don't skip steps
F19_HW2_Q3_P2,127,0,,"[""(~(~x))<->x"",""x<->x"",""T""]","1,2",Skipped Steps,,,,,Don't skip steps
F19_HW2_Q3_P2,131,1,,"[""(~(~x))<->x"",""x<->x"",""(x->x)^(x->x)"",""(x->x)"",""~xvx"",""T""]",,,,,,,
F19_HW2_Q3_P2,137,1,,"[""(~(~x))<->x"",""x<->x"",""(x->x)^(x->x)"",""(~xvx)^(~xvx)"",""T^T"",""T""]",,,,,,,
F19_HW2_Q3_P2,139,0,,"[""(~(~x))<->x"",""x<->x"",""T""]","1,2",Skipped Steps,,,,,Don't skip steps
F19_HW2_Q3_P2,141,0,,"[""(~(~x))<->x"",""x<->x"",""T""]","1,2",Skipped Steps,,,,,Don't skip steps
